gene_a	gene_b	label
38423	36960	0
7561	16169	0
27685	22630	1
1885	20261	1
29485	50805	1
41237	11003	1
43251	15276	0
4038	14107	0
716	32986	1
13062	45386	1
1998	27292	0
25523	33330	1
24148	33232	0
44235	53442	1
16613	18978	1
23671	21836	0
13062	10983	1
41611	3898	0
43358	29333	0
53924	12190	0
19099	13650	0
34023	36223	1
10248	34023	1
19139	18651	1
22073	11689	1
45377	45958	1
12930	37717	0
41162	24408	0
16844	47343	1
33390	8628	0
9698	19295	0
34023	18934	1
35985	48540	1
1994	790	0
29485	35410	1
19034	10908	1
49170	10723	1
33626	20482	0
3653	36658	0
43722	31990	1
33733	51999	0
24703	37549	0
16502	46070	1
2	49794	0
38126	48875	1
41659	45847	0
38141	10553	1
24257	31352	1
51999	34023	1
16241	31442	1
44305	31390	0
49830	13091	1
47662	38925	1
33054	19972	0
46616	48935	0
53807	50154	1
11003	10768	1
5814	52511	1
10586	16844	1
21434	53943	0
46070	45995	1
15740	12242	1
6270	1388	1
14888	48312	1
2184	13795	0
9974	45312	0
7532	18541	0
2867	7172	0
3355	22214	1
3355	28045	1
39479	26354	0
25867	47763	1
14347	34023	1
16844	53863	1
21775	43577	1
19362	28478	1
17687	41103	1
6267	2260	0
27955	36255	0
39909	18161	0
24954	33707	0
27809	48436	0
18824	44385	0
52025	9844	0
21048	836	0
33842	26379	0
10622	53476	1
1694	36994	0
53085	53365	1
3696	31529	0
22053	28478	1
30825	16926	1
34023	25148	1
50042	19224	0
36892	38195	0
26610	28329	0
7191	26539	0
29793	41928	1
5509	19485	1
20199	19381	0
33778	4113	1
50015	39145	0
15076	28513	0
39636	42188	0
37922	22062	0
7228	11785	0
41262	46577	1
10723	21676	1
51580	27021	1
3355	38461	1
43138	39431	1
30776	51405	1
13821	39162	0
25966	29257	0
41103	32664	1
16844	20271	1
18105	25138	0
51004	16323	1
50408	34023	1
22454	26000	0
20364	13050	1
12061	35552	0
19026	34023	1
51728	37005	0
1444	3471	1
33500	38126	1
36443	44552	0
19016	51452	0
12538	28478	1
31679	41658	0
16201	19034	1
50042	18610	0
50709	11501	0
45899	17550	1
32063	49772	0
28478	1846	1
17326	17302	0
2291	24231	0
968	42579	0
17667	6018	0
9381	43174	0
16695	33905	0
6606	13090	0
18295	45171	1
2011	16003	0
37876	18536	1
5287	18459	0
40962	20254	0
16844	4778	1
53841	3075	0
21164	16654	1
31807	44516	0
18822	53076	0
51213	9800	0
52927	1303	0
5509	13061	1
35189	34175	0
44034	30776	1
50823	30093	1
36662	27503	0
50805	7683	1
16654	14856	1
53789	47874	0
1102	51669	0
369	31146	0
45961	37190	1
1360	53953	1
5509	52511	1
34833	3911	0
31445	3577	0
14032	33831	0
32111	52511	1
34584	30825	1
38126	28600	1
24504	19157	1
1642	28478	1
27908	47716	0
16031	43991	0
41399	28852	0
24226	44930	1
8984	27881	1
24824	49914	0
31386	2284	0
19719	24992	1
26743	17468	1
16210	18110	0
31395	34653	0
17488	45175	1
24294	19336	0
19551	8453	0
48752	16844	1
974	16844	1
34948	36078	0
2358	51018	0
10593	44533	0
43676	40045	1
26320	17074	1
32967	40528	1
22580	20271	0
39212	27289	1
12242	47686	1
1666	47411	1
25520	40155	0
52881	21255	1
51	14388	0
11160	5216	0
53685	43118	0
9503	35760	0
28478	44827	1
1773	26974	0
21884	35344	0
16654	52919	1
17074	50566	1
4113	16093	1
16654	15824	1
3360	35477	0
6248	38321	1
38126	25282	1
27070	41430	0
41374	34792	1
39852	4113	1
46616	1776	0
26677	32385	0
2903	53953	1
396	40340	1
25022	46796	0
30844	41677	0
18666	15452	0
10680	44131	1
33701	25354	0
24922	17291	0
21613	2957	0
17258	36276	0
43094	24522	0
10364	53476	0
5623	12946	0
10551	16191	0
39043	22073	1
52387	7131	1
50496	41262	1
12575	33787	0
20307	11786	1
53203	33941	1
50958	9848	0
44765	52347	1
38365	44975	0
43925	23247	0
24858	42051	0
49965	45573	0
3671	52554	0
9261	14339	0
12966	34173	0
14663	24504	1
22860	6846	1
38681	47574	1
26198	30791	1
28266	25777	0
27703	16797	0
14039	25543	0
31807	39557	1
681	39418	0
52026	49200	1
2170	4103	0
44094	22409	0
39540	5144	0
37758	36443	1
15824	34965	1
22410	13743	0
13012	34023	1
50644	51601	1
5991	25867	1
27242	33595	1
10421	36540	0
16844	8160	1
41905	29929	0
11800	13062	1
25728	53870	1
14905	21252	0
19939	34023	1
30561	7076	1
42908	18110	1
14550	39043	1
51602	16844	1
33349	14721	0
49891	27188	0
47757	8835	0
44247	23704	0
16695	19979	1
4961	38135	1
34351	3355	1
47191	50823	0
10337	36560	0
5473	48123	1
32400	15612	0
50325	51610	0
4154	40258	0
50719	10680	1
35590	21641	1
11786	325	1
42620	16913	1
39373	36522	0
35941	12857	0
41655	31170	0
44601	41890	0
32400	12662	1
35844	25975	0
38126	31109	1
20440	16654	1
29495	18536	1
10481	18536	1
16654	43392	1
33372	24257	1
38126	43991	1
7865	52378	0
2649	29644	0
5509	29166	1
41888	30825	1
32811	2458	0
30653	38126	1
32800	53953	1
11639	44479	0
53442	42957	1
47879	29055	0
18835	34987	1
42862	40118	0
14864	3654	0
28478	7262	1
52809	15919	0
41522	18912	0
2977	6085	0
9960	9848	1
13815	17741	0
16903	14014	1
8322	48384	0
34472	29050	0
10723	5796	1
27175	28478	1
16654	32296	1
40499	1288	0
13228	10723	1
27788	18016	0
40450	47496	1
8422	13318	1
38126	23901	1
27665	44055	0
24148	7191	0
52173	16041	1
17838	45490	0
23238	3436	0
22412	13932	0
52565	52313	0
14375	42114	0
47983	16844	1
52821	23964	0
49785	52318	0
50842	45433	0
116	24792	0
34780	4961	1
37827	36852	0
12849	7309	0
51160	40962	0
7061	34219	0
44250	34405	0
46700	30462	0
32784	31442	0
2553	26258	0
29076	44882	0
41834	43070	0
47132	25713	0
28478	52610	1
23742	9875	1
2497	3796	0
51798	52627	0
51657	48094	0
18416	27937	0
2475	14599	0
33595	42620	1
5596	46659	0
27788	24862	0
19843	16844	1
24990	39598	0
14231	47109	0
50037	27754	0
46912	21793	0
9535	3785	1
45577	5806	0
52801	34023	1
18696	33957	0
7080	40632	1
45525	26799	1
20693	24118	1
36532	51004	0
42356	19034	1
43885	28478	1
24469	43407	0
30019	25883	0
19362	11886	0
53842	40161	0
51495	231	0
4678	39743	0
1852	37876	0
16280	366	0
12859	49997	0
48935	11786	1
27703	33681	1
1994	10723	1
23192	41374	1
13090	53953	1
325	25450	1
6166	36662	1
45995	22118	1
12159	18809	0
45274	15186	0
29737	12857	0
28137	20224	0
53290	6400	0
20631	11700	1
392	4961	1
52633	23403	0
6535	22144	0
53953	37296	1
42171	6463	0
9762	26967	0
5683	45526	1
16766	12288	1
7140	17020	0
23658	32559	0
9251	45674	0
1952	36370	0
33144	47197	0
2653	27071	1
51475	25634	0
37795	6551	0
13509	42436	0
7453	14628	1
80	33681	1
16528	1040	0
29033	21650	0
37562	20445	0
53365	15938	0
46813	37890	1
27352	38551	0
42366	3639	0
44970	10316	1
30710	14347	0
29856	31956	1
34780	2926	1
19034	5776	1
46739	27260	0
497	45525	1
40006	50820	1
3911	16654	1
5187	20956	0
44893	16844	1
36779	19034	1
20168	17074	0
34872	3577	0
37434	46487	1
8984	40977	1
18010	26715	0
44601	51343	0
776	45872	0
38993	38126	1
4628	643	1
1015	13075	0
38126	45629	1
18638	14107	1
33491	7333	0
47874	31827	1
25718	29078	0
46572	23868	0
16844	9458	1
2055	28478	1
18530	53953	1
37100	8902	1
6556	46538	1
20239	30675	0
32559	50154	1
38538	3084	0
5481	36793	1
20101	11855	0
53806	18569	0
19963	18778	1
27849	31624	0
3343	53215	0
17373	12559	0
21916	47723	0
45660	23053	1
33497	37084	1
3796	27489	1
47106	39112	0
2	42265	1
38104	6484	0
25259	4412	0
1462	1167	0
21806	1145	1
2445	5655	0
19220	53953	1
1672	34534	0
22630	37125	0
3968	52444	0
43214	15346	0
19171	33130	0
22268	49830	1
30093	38126	1
33497	14743	1
35189	11570	1
17523	38176	1
17801	7790	0
51839	12242	1
38126	24191	1
37758	28172	0
23691	25103	0
3504	51638	0
16774	716	1
45529	21979	0
11003	3471	1
37002	26928	1
51478	37998	0
44792	13336	0
45211	13259	0
35608	8805	0
10888	41720	0
33664	34096	0
31594	34750	0
28086	41968	0
44481	53017	1
48688	39016	0
3460	36106	0
12732	14739	0
46763	49498	0
27659	13815	0
13906	38126	1
6694	30661	0
12071	44026	0
45268	40541	0
35144	51345	1
47610	19494	1
16844	24371	1
36212	51047	0
42754	51531	0
49952	16502	0
643	38126	1
33491	38126	1
10219	10723	1
27424	33076	0
46604	28543	1
15868	15204	1
4716	4113	1
4802	40079	0
27548	10930	0
16844	33775	1
31045	49882	0
34023	3914	1
34023	7515	1
22410	9851	0
40861	6468	0
20292	30230	1
38126	13804	1
42889	6366	0
46405	42960	1
8195	30127	1
24578	7228	0
14945	45912	0
15735	28555	0
739	17038	0
39736	10089	0
40585	28478	1
17291	5832	1
49732	9405	0
18569	11251	1
45073	24930	0
24858	31028	0
36805	12744	0
1979	34023	1
52756	51345	1
15785	3315	0
13463	10723	1
43694	30825	1
34023	2076	1
16654	43013	1
42880	6121	1
4885	21164	0
15767	27946	1
19559	9681	0
16774	31356	1
34164	16485	0
12111	6395	1
22469	16844	1
4073	17365	1
14202	16844	1
44243	34023	1
39043	21245	1
7673	22582	1
29272	15061	1
16962	16844	1
7884	46538	1
33232	36796	1
27291	36892	0
23321	11293	0
13411	17233	0
50760	11332	1
32430	42149	1
51995	14793	0
34023	39200	1
34023	44950	1
5187	19559	1
10800	41997	1
43875	16844	1
33404	47907	0
51201	35010	1
15942	36892	0
25074	9826	0
31506	2025	0
20693	6458	1
4379	35799	0
23354	43107	0
5991	1885	1
31356	35793	1
31847	4254	0
13139	27789	0
2418	52552	1
2954	34023	1
15572	5509	1
44930	1546	1
28478	9372	1
23243	46965	0
52815	19577	0
46879	8028	0
27742	5409	0
43751	33437	1
26000	28478	1
19485	10586	1
16844	44515	1
42880	4405	1
47174	33473	0
28980	6812	0
5890	2511	0
30589	39788	0
51805	46392	0
10981	34023	1
40913	28516	0
1524	47911	0
16844	53057	1
11786	7800	1
40962	51160	0
13382	13268	0
7884	38141	1
16844	22365	1
20307	6690	0
45958	11540	1
44961	34023	1
7195	50054	0
758	19668	0
18091	53085	0
49885	40757	0
10326	41521	1
14559	42094	0
43903	41753	1
12698	13484	0
23978	9681	1
23035	19319	0
44970	53870	1
50823	32400	1
4677	49470	0
29352	10723	1
11099	13353	0
8436	34023	1
16501	27389	0
6903	16844	1
32664	46956	0
44279	33787	0
9261	5343	0
20510	44451	1
50280	746	1
43136	24733	1
12508	39016	0
30348	6113	1
13062	12432	1
33430	9875	1
8872	11482	0
47574	15065	0
3077	30725	0
36446	3448	1
11328	7617	1
35680	50698	0
52477	41818	1
38126	12197	1
28971	44485	1
16147	4113	1
30825	11219	1
1912	48864	1
42681	10758	1
52307	27489	0
10481	45525	1
46763	53068	0
19034	48225	1
45958	46682	1
28478	7104	1
1906	30544	0
36793	18830	1
28436	27789	1
16844	33228	1
41888	19085	0
36248	35269	0
1040	31256	1
47127	28291	0
38321	50933	0
11003	14317	1
15903	13704	0
16844	46253	1
15291	53148	0
7457	3531	1
36700	52744	0
30661	52817	0
16844	30640	1
36853	29949	0
39392	53953	1
44394	48700	0
48436	35376	0
15067	42515	0
39155	9613	1
42370	32796	0
5497	6949	0
42349	44930	1
35850	32400	1
13005	34689	0
21775	50318	1
18835	27693	1
15242	10109	0
906	32152	0
45599	38315	1
21111	27922	0
34023	44335	1
28478	848	1
30931	33449	1
1885	41374	1
47874	38919	1
10164	14026	1
43127	106	0
12967	15869	0
4875	2340	0
52140	28478	1
3810	4701	0
15669	1366	0
41020	11	0
34289	48312	1
22980	37261	0
7733	4961	1
14575	6812	0
13986	12137	0
18278	51345	0
9846	5546	0
13844	9764	0
44619	53953	1
14856	16654	1
52469	40491	1
50805	11910	1
42869	27021	0
38823	33595	1
31800	28183	0
27351	13813	1
5818	11003	1
51842	20204	0
28102	39431	0
35850	19130	1
27445	30301	1
32404	3471	0
43709	2357	0
14204	7377	0
5452	8335	0
49356	15438	1
18835	42217	1
9951	33244	0
4113	21313	1
18551	53947	0
29314	53066	1
51273	37273	0
31035	8833	1
15430	17687	1
36350	33818	0
31398	50394	1
37005	16844	1
34023	36351	1
38126	25662	1
45855	11141	0
134	31166	1
40120	14217	0
4010	35985	1
26093	44970	1
49662	34269	0
30825	43811	1
2673	16654	1
51941	26411	1
16041	41448	1
13986	15705	0
24125	19157	0
18159	31640	0
52869	45782	1
8512	13385	0
31416	45443	0
20852	42131	0
44667	34755	1
5979	18559	1
21888	22135	0
10917	51031	0
44978	25601	0
50820	47574	1
20726	26644	1
53076	20444	1
13256	48216	1
2639	31170	0
14032	6606	0
52280	14058	0
47783	44099	1
27304	18429	1
53905	10801	0
47356	9526	0
42957	28254	1
32499	31290	1
29420	36658	0
6458	11003	1
12432	11089	1
29929	26486	0
10511	17043	0
16844	26503	1
21903	34023	1
46234	18835	1
38760	20834	0
29612	22224	1
10445	16485	1
42681	22828	1
4408	1877	0
19485	790	1
29160	30024	1
21503	36940	0
8207	48087	0
37787	10089	1
40669	26198	1
36143	44170	0
50280	11332	1
16056	1029	0
52924	28915	0
33527	5412	0
52552	39627	0
46154	42350	1
52307	14576	0
4361	14707	0
28478	40800	1
1855	19351	0
21415	6197	0
18207	5046	0
28565	6377	0
616	3898	0
10043	10723	1
50464	29684	0
43826	13315	1
28722	28603	0
38343	28269	0
12559	3232	0
28478	48369	1
28102	21905	1
8663	15079	0
1885	51557	1
25752	12635	0
6154	26228	0
11540	5545	1
29837	24556	0
10942	7945	1
53952	36692	0
51143	16558	0
26234	28076	0
13704	6085	1
18835	31087	1
17777	24584	0
16844	31757	1
42547	24478	0
18105	231	0
27911	50280	1
13178	51602	0
32854	38582	0
50123	18469	0
38423	3974	1
47979	30825	1
42757	39242	0
35068	652	1
14317	30928	1
34101	16031	0
9848	28177	1
13725	52684	0
45086	19139	0
35428	11540	0
35549	49830	1
5279	23039	0
34023	20799	1
22542	19004	1
15572	25867	1
17365	21935	1
51738	30651	0
16844	18991	1
17468	32112	0
29952	18103	0
34675	6166	1
25292	14039	0
11433	16844	1
7637	16844	1
48783	39149	0
34023	26967	1
11160	11116	0
20307	11003	1
13188	1892	0
42136	11657	0
11544	44866	0
36707	30333	1
23953	45073	0
45073	25632	0
40080	7528	0
11374	4463	1
9938	14473	1
3765	23174	0
39043	34425	1
38126	29744	1
45958	22	1
41432	46715	0
9764	2084	0
51839	29132	1
1096	20169	0
38126	5723	1
41576	9619	0
33439	16844	1
44930	42985	1
48454	26324	1
34023	52611	1
21818	14957	1
11570	35189	1
29256	34023	1
11818	50760	1
13456	5310	0
44930	5648	1
26093	50528	1
48250	30825	1
12175	49830	1
22574	24354	0
23210	44158	0
5466	31860	0
28478	29228	1
39727	46210	0
7711	47110	0
17233	37822	1
46576	41434	0
38423	30301	1
37330	33884	0
16726	9875	0
50697	967	0
30825	42577	1
389	49028	0
26140	25510	0
3322	5689	0
703	40042	0
29612	36758	0
33252	50762	0
45171	53949	0
49409	32526	0
35489	23117	1
30825	21758	1
10103	11062	1
48533	30825	1
8181	53302	1
39043	41144	1
31625	25568	0
33361	34070	0
37206	1615	1
19010	32400	1
32200	3673	0
11597	29613	0
11494	30191	0
42229	35437	0
10063	38645	1
21775	4405	1
16287	44930	1
42838	30651	0
21746	11302	1
28442	6818	0
48244	38126	1
44915	13479	0
9848	51839	1
4580	38126	1
17656	11538	0
21981	15201	0
28090	16241	0
36495	43125	0
27445	15572	1
27403	29884	0
44184	5615	0
18299	24902	1
37669	4648	0
52335	14792	1
33936	53442	1
47889	25833	0
30740	8984	1
27521	15889	0
8819	15430	0
47916	2189	0
43903	21069	1
11196	28478	1
47237	11446	0
23742	14026	1
7590	20254	0
45321	31873	1
27558	39104	0
52381	13484	1
7671	21025	0
6804	34023	1
16213	22603	0
710	21259	1
14628	18835	1
6453	29868	0
28373	38760	0
38126	37944	1
31038	29625	0
20877	6099	1
16879	30309	0
22118	46813	1
30301	19269	0
31028	33794	0
39799	43598	1
29364	27964	0
4113	5623	1
49639	18810	1
44032	6628	0
16844	28312	1
48579	12475	0
34905	1665	0
24495	8083	0
49788	40608	0
26561	24597	0
22593	4300	0
4855	39017	0
4113	10591	1
51053	26080	0
7505	29228	0
1571	9485	1
41264	44268	0
47145	18341	0
22802	35995	0
16712	17472	0
19786	9089	0
17019	735	0
38272	6085	1
18978	36988	1
37469	24157	0
39241	26743	1
36443	38610	1
26814	10622	1
15204	31356	1
48810	28725	1
14339	38668	0
36793	3498	0
6846	5719	1
33701	49667	0
27343	38431	0
50154	51177	1
8506	5144	0
7096	563	0
27849	32870	0
53327	11501	0
33049	52856	0
40541	50760	1
31400	4469	0
30024	35850	1
27351	10675	1
24226	37759	0
9185	42745	0
4677	39043	1
3176	31884	0
2	17256	0
43558	8090	0
8119	2084	1
26831	12730	0
1753	37181	0
7859	35428	0
40239	6358	0
21252	15612	0
6072	30544	0
14711	35911	0
13391	37477	0
38141	50885	1
29382	7992	0
32013	48995	1
16844	13121	1
44578	7131	1
49110	40194	1
13705	39296	0
50181	32875	0
40486	43577	0
3848	42838	0
270	46884	1
22916	4073	0
18835	47836	1
44730	37822	0
38126	833	1
29131	13600	0
7461	39043	1
19786	15740	1
17634	18431	0
17676	13244	0
34023	6403	1
50227	17963	1
27278	50929	0
17399	32146	0
34472	49395	1
28478	12537	1
40296	21073	1
36994	15623	1
19786	9755	1
51769	45128	0
25697	41262	0
50612	35320	0
48607	22412	0
27161	38003	0
47117	15959	0
34043	38582	1
50607	40653	0
10565	45495	0
15500	2857	0
25450	1395	1
596	51031	0
16104	12534	0
13353	16844	1
18292	3314	0
1320	35764	0
38126	45872	1
47386	30825	1
25717	10410	0
11501	14014	1
17791	8648	0
8243	46715	1
53421	13600	0
20825	23612	1
19958	27608	1
14509	47757	1
46424	28102	1
28615	16844	1
17464	5723	1
32796	31400	0
40464	36045	0
1841	51328	1
2986	12560	0
45525	31869	1
15227	11700	0
4186	51591	0
30825	15845	1
34101	44094	0
19666	16844	1
37556	23803	0
38126	17452	1
31979	34023	1
19020	43222	0
19763	2263	0
24492	14301	0
50327	36605	0
25282	18296	1
53863	39830	0
40854	48442	0
12944	42988	0
33715	30462	0
31151	19185	0
53066	29315	1
36560	3343	0
44763	34987	1
35866	32400	0
29132	18966	1
19034	19548	1
6458	43903	1
15379	53698	0
2076	6410	0
31731	52809	0
41516	11910	0
51099	18835	1
23062	47421	0
52415	37172	0
43751	13062	1
31028	36501	0
36489	36480	0
6356	31075	0
47610	12217	1
16502	34436	1
41252	18835	1
20168	27351	1
53953	35850	1
30568	14686	0
41720	15786	0
19576	16844	1
41045	39743	1
28478	21077	1
53594	49028	0
29406	26372	0
45958	26102	1
40624	50612	0
7399	51411	0
49639	12242	1
48980	49974	1
14296	6270	0
29553	16908	1
48263	255	0
27703	39694	0
14677	49785	0
43826	16844	1
21641	40690	1
39852	11361	1
8358	29012	0
27304	52565	1
41262	10481	1
13079	37066	0
32726	25164	0
46784	31235	0
28176	42646	0
51202	32427	0
1885	14059	1
32083	52290	0
21641	41374	1
53507	29610	1
6542	51531	1
44930	46682	1
21640	52477	1
28254	5719	1
34263	39043	1
6806	16844	1
42171	9526	0
48093	34023	1
8436	16517	0
53442	39043	1
34023	1979	1
10136	12134	0
34756	35330	0
22528	5232	0
34023	674	1
19485	41624	1
47527	49911	1
3745	109	1
26313	30027	0
31531	11044	0
34299	34484	0
50490	13650	1
11361	12242	1
47662	2483	1
47080	24702	1
36255	15	0
21247	45958	1
15554	1351	0
40340	4010	1
7957	13068	0
51842	9974	1
17365	52881	1
32451	22661	1
44965	34425	0
43722	29796	1
47881	43505	0
15959	52527	1
10800	10109	0
39193	49911	1
22748	45080	0
49348	27756	0
47122	7085	1
16913	35470	1
43885	39242	0
51594	13088	1
30301	29049	0
36916	53152	1
24891	11259	0
6694	24493	0
34408	4463	0
46530	12190	0
51814	25341	0
27760	48144	0
34036	22720	0
52982	47527	1
46487	48856	1
9439	36342	1
46192	16844	1
31956	36580	1
21640	9848	1
34023	48009	1
38985	20510	0
12695	22603	1
25623	19611	0
4113	39977	1
50496	34627	0
24862	44009	0
4278	23504	1
34521	5901	0
26135	17043	1
13795	52421	0
38126	30128	1
38431	11155	1
19786	22268	1
44167	51547	0
1482	9938	0
24480	18967	1
16844	34472	1
43914	30333	1
43598	39799	1
25978	47907	1
30286	34414	0
22214	22828	1
22185	3942	0
35640	10219	0
28345	9804	0
44184	47820	0
50145	20513	0
23968	34023	1
44422	53953	1
26869	38668	0
12149	51761	0
25037	42957	1
6266	10111	0
51245	13586	0
24844	24283	0
22738	19891	1
41237	44930	1
3898	41611	0
5599	4470	0
24402	7914	0
18810	11361	1
24592	34004	0
38126	43063	1
47881	31515	0
25867	36835	1
30825	33787	1
29949	44626	0
34375	15156	0
38126	43723	1
1424	15505	1
31558	23829	0
578	16844	1
19113	4380	0
20510	13456	1
4739	7515	0
49167	27762	0
30286	1830	0
39043	6008	1
34023	27020	1
15186	19034	1
22996	39572	0
46538	10219	1
23602	28855	0
47862	3355	1
19054	30672	0
33647	46813	1
17523	18651	1
38126	42617	1
23072	14649	0
40429	5747	0
11786	26282	1
42254	23504	0
53755	37908	1
49694	21080	0
19423	2188	0
11625	32800	0
6936	24584	0
53590	35466	0
1782	45176	0
25002	45739	0
9848	1395	1
31100	47610	0
49721	51761	0
22131	41560	0
16208	25601	1
5436	48690	0
3005	17917	0
40471	596	0
8160	3768	1
51110	44060	0
45386	1029	1
24531	28876	1
50732	3357	0
7288	24279	1
41448	18429	1
52173	34023	1
15251	19185	0
34023	38102	1
40464	18835	1
39597	37766	0
20981	40038	0
16844	13104	1
30333	3368	1
40364	22367	0
43144	23504	1
35911	14711	0
33595	25726	1
28478	19549	1
16844	28587	1
23742	31356	1
28494	49164	0
1028	16280	0
46643	39043	1
48852	53801	0
6551	29569	0
10367	15272	0
39562	27304	1
50154	52311	1
14489	18337	1
30408	716	1
26272	25000	0
27351	38627	1
22	12242	1
32339	30630	1
16839	19349	0
1254	47946	0
9497	18810	1
16844	398	1
43757	3252	0
6914	3355	1
9865	8663	0
28587	37302	0
35462	17761	1
39043	19790	1
33936	22959	0
48261	18658	0
18429	39634	0
38126	515	1
33439	18835	1
46960	8243	1
2645	25726	1
9946	23739	0
34695	44867	0
1052	8122	0
10720	2866	1
20444	26023	0
13654	14764	1
36154	48566	0
44930	3471	1
45377	18810	1
28614	50123	0
32020	21466	0
48859	4435	0
41329	20834	1
12242	42370	1
40900	40861	0
23409	27278	0
50555	38126	1
30377	8744	0
14663	37518	0
47426	38254	0
29618	4113	1
6646	15130	0
18065	27322	0
38126	49686	1
49616	16206	0
42690	41264	0
10645	21807	0
43570	17599	0
8248	31990	1
35917	48303	1
30928	53870	1
36707	16913	1
34319	36605	0
10646	45545	0
30776	41293	1
53953	3110	1
15755	43832	0
46493	40114	0
30825	9960	1
31356	43751	1
38126	8250	1
36835	25994	1
34928	25486	0
32767	38126	1
30385	34023	1
22977	22224	0
29132	21124	1
32782	35693	0
31281	4025	0
47763	25442	0
38	35928	0
20033	36140	1
43759	36707	1
15942	5178	1
36688	38126	1
16321	47874	0
29106	13006	0
11374	1153	1
1497	24779	0
41623	3168	0
41113	36522	0
51341	51585	0
29399	44643	0
39193	2123	1
32111	10751	1
24406	17105	0
38126	37915	1
38126	21604	1
31094	30021	1
19141	4112	0
28478	29444	1
14169	25354	1
27020	51345	1
69	49641	0
18416	48223	1
28074	36197	0
14039	22630	1
41448	37306	1
30825	32854	1
31290	46379	1
51488	12111	0
11141	45855	0
735	17019	0
27894	7986	1
7683	7862	0
15669	53423	0
5509	16409	1
3781	20314	0
3365	18541	0
19964	32873	0
19964	30825	1
42765	34023	1
46545	34934	0
34990	52919	1
26635	22531	1
45698	9848	1
27144	31507	1
1237	35693	0
34900	16844	1
6622	25414	0
16654	1413	1
50805	48273	1
6042	49056	0
22582	18207	0
4342	46691	1
40160	7262	0
22909	45720	1
2123	46538	1
3562	45899	1
39043	8108	1
45409	45698	1
51758	7923	0
22596	37296	0
46715	52477	1
23596	16856	0
15623	8243	1
44788	20834	0
25585	5681	0
28940	47720	0
5039	19979	0
39123	14314	1
41888	43113	0
15084	39508	0
23742	51828	1
15804	15755	0
4468	29817	0
17182	34023	1
46813	7131	1
10684	20645	0
4113	16371	1
17896	14204	0
4558	9770	0
882	27580	0
18429	52277	1
45161	7511	0
28478	43186	1
44346	38180	0
12560	21205	0
20693	20168	1
43049	16844	1
5806	24891	0
11615	10609	0
47578	35790	0
33752	4103	0
42862	35180	1
9030	18835	1
25994	51839	1
19786	10337	1
23502	29884	0
36370	48610	0
46796	30825	1
13894	4113	1
28478	24428	1
11253	39043	1
44256	29748	1
19171	25883	0
14743	3722	1
40096	18278	0
14576	5555	0
28866	505	0
43757	1444	0
53924	36589	1
12082	16908	0
5818	39043	1
29611	29482	0
46332	23262	0
22582	18928	0
23192	21641	1
35487	25450	1
3799	17003	0
7804	7133	0
32811	37212	0
15541	34023	1
13574	29754	0
51839	49801	1
39431	17306	0
11249	14851	1
7333	16844	1
24942	11040	0
13650	18040	0
42957	46427	1
7683	16774	1
38423	21633	0
16654	48044	1
40839	35832	0
26411	21187	1
7333	45433	0
4470	41262	1
32339	23742	1
27064	49201	0
53090	7637	0
51531	53420	1
30931	22	0
35617	34023	1
4113	7683	1
9349	51050	1
18216	21597	1
23683	34030	1
8930	13788	0
3314	30407	0
46154	7308	1
48594	50485	0
261	33595	1
20725	2645	0
17365	21124	1
26605	13487	0
16930	44202	0
47578	39432	0
12727	26646	0
15784	37723	0
34023	43125	1
40801	39605	0
10337	21775	1
15840	24597	0
15346	22410	1
28176	26434	1
46379	33477	1
38126	6067	1
7733	20234	1
21742	36916	1
43217	14454	0
23443	26177	1
17291	28540	0
13844	11472	0
34023	24347	1
19646	10362	0
31810	52105	0
39482	46737	1
20191	9480	0
15530	23744	1
53580	33880	0
8917	1444	1
47943	49051	0
5596	24649	0
45073	19786	1
29033	4270	0
7288	27389	1
15130	10314	0
42058	13104	0
25342	49621	0
2604	38195	0
18470	17365	1
32854	23710	0
33575	6657	0
46839	29693	0
4095	15755	1
32967	53953	1
23117	47763	1
23693	47664	0
22410	23742	1
23594	49830	1
50571	33234	0
42645	30568	1
2501	6225	0
2229	10385	1
16320	24480	1
12175	12242	1
15868	6248	0
38126	44965	1
49617	12238	1
4189	22700	0
27343	25878	1
29136	47922	0
51650	52271	0
17521	41375	0
5719	44215	1
27350	13062	1
25037	34289	1
17523	20797	1
33477	33936	1
18835	39904	1
25051	52050	0
41834	29334	1
39587	37549	0
33906	5689	1
5513	21205	0
33330	44138	0
28504	19015	0
7862	19139	1
21194	45161	0
31625	43148	0
4412	25259	0
34458	17772	1
16122	3575	0
1201	52562	1
50908	43260	0
50571	25249	0
47329	38126	1
8578	4300	0
53628	9387	0
3073	52924	1
26307	24294	0
31045	38454	0
1453	32328	0
19216	4888	0
41628	34023	1
29453	25051	1
34023	45033	1
4116	33565	0
26312	4770	0
18658	40657	0
4821	4684	0
10723	28553	1
47749	19494	1
28971	27505	0
37794	44114	0
47329	40011	0
5818	26198	1
33388	37525	0
49845	26552	0
38588	28478	1
851	35985	1
21092	39159	0
15566	35603	0
31990	28814	1
1415	23552	0
6461	32586	1
38126	51996	1
35314	33595	1
30825	989	1
4050	47413	0
22750	12174	0
37292	35136	0
26228	3745	1
44915	4113	1
49018	10675	0
40540	44098	1
36276	16794	0
11964	18880	0
34023	6218	1
10723	15543	1
24908	41893	0
